Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/24/2024 23:37:03,2488408,No,Yes,Yes,No,Yes,No,No,Yes,"Yes, visual",Yes,Yes,Yes,"Amusement, Joy, Desire, Surprise",No,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,No,No,None known if any,"Multiple years of different BMW models are shown from 1972 to 2024. The ad portrays the evolution of BMW's technology by showcasing its feats like the 2014 Team USA Bobsled, the 2019 BMW i FORMULATE, and the 2019 backup assistant. Then they show off a concept design of the new ""Vision M Next"" project being driven on varying roads.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,"""The ultimate driving machine""","The brand in this is BMW and they are advertising their 2019 BMW 330i as they have reduced lease for the car. There are many characters in the ad such as a whole running group, a racecar driver, a bobsled racer, and regular BMW consumers. Each are in their own respective setting like a race track, an open road, an ice track, or the beach using different models of the BMW except the new 2024 BMW concept models. At the end of the ad there is a voice-over explaining the lease deal for a 2019 BMW 330i, with white text being shown as its being described. The whole ad has ""Thunderstruck"" by AC/DC being playing throughout its entirety. ",None,2488408.mp4
5/24/2024 14:56:54,2505712,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,"Amusement, Joy",N/A,No,No,No,No,No,No,N/A,Yes,Yes,Yes,No,na,"In this ad, the google pixel 4 phone is advertised and all its new features are shown. The emphasize the new updated google assistant.",Increase awareness of product/brand,5,5,na,"Brand is google pixel and the product is the google pixel 4. In this ad, the google pixel4 is advertised and its features like the voice assistant her shown. There is no voice over, just an upbeat audio in the background.",na,2505712.mp4
5/24/2024 23:44:15,2505712,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy, Desire, Curiosity",No,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,None,"The ad is purely animation showing the Google Pixel 4's features. It demonstrates its Google Assistant, motion sense, and photo quality technology.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,None,"The brand in this ad is Google and they are advertising their Google Pixel 4. The whole ad uses different colored texts like black, white, and the Google logo colorways. While showing the phone's new technology through animations and transitions the viewer sees photos of Japan, outer space, and a person modeling. The only thing that can be heard is the pop music playing through the entire ad.",None,2505712.mp4
5/26/2024 13:40:21,2505712,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Desire, Curiosity",No,No,No,No,No,Yes,No,N/A,Yes,Yes,No,No,N/A,"In the ad, a google pixel 4 phone is shown and its features are being displayed. ",Increase awareness of product/brand,4,4,N/A,This is an ad for Google and the product is the Google Pixel 4. There is no narration in this ad just solely on screen text and music playing throughout. The song in the Ad is I want it - 3 One Oh.,N/A,2505712.mp4
5/19/2024 22:03:00,2505718,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,N/A,Yes,Yes,No,No,Yes,No,N/A,Yes,Yes,No,Yes,Kawhi Leonard,"We start with Kawhi Leonard, a basketball player and we see his car, job and the sneakers he's wearing. We follow him as he drives around his city and we see shots of him playing basketball. ","Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,4,We Got Now,"New Balances is advertising one of their new sneakers. You mainly see Kawhi on the screen and watch him either play basketball or drive. We get close up shots of his car, sneakers and him playing. The music genre is similar to Soul Music and it's a very calming ad especially when you watch him drive around. When we get into some of his closer shots, the sound effects become louder, like the car revving, the sneakers squeaking or the basketball bouncing. ",no,2505718.mp4
5/27/2024 23:27:35,2505718,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Pride, Desire, Curiosity",Yes,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,Yes,Kawhi Leonard,the ad is using a sports celebrity to sell their shoes (their product). It is implying that this famous players wears their shoes and viewers should get a matching pair as well. There is also a sense of pride for the player's achievements and viewers may buy the shoes to support him. ,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,4,We Got Now,"The brand is New Balance and it seems like its the shoe that Kawhi is wearing that they are advertising. The setting changes a lot, but mainly takes place in the basketball court. Viewers will see him playing basketball and making shots. There is a jazzy music in the background and a voice over. ",N/A,2505718.mp4
5/19/2024 22:12:51,2506189,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,No,Yes,"Joy, Desire",No,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,Yes,No,n/a,Rooms To Go was showing off all the beds and bedroom sets they have on sale for the holidays. Throughout the ad you can see kids dancing and playing while they show off their bed sets. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,3,n/a,Rooms To Go is advertising their holiday sale. The ad overall is very colorful and has a lot of shape and designs that jump out at you. Throughout the ad there's kids dancing and jumping up and down. The narrator and music is very energetic and lively which matches the kids excitement for the new sale. At the end of the ad you can hear the Rooms To Go jingle. ,no,2506189.mp4
5/24/2024 15:08:17,2506189,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,No,N/A,No,No,Yes,No,na,"In this ad, we are shown different product from rooms to go such as thier beds. They show kids bed that are on sale, poster bed, bunked beds e.t.c.","Increase awareness of product/brand, Directly persuade consumers to purchase",5,5,na,"The brand is rooms to go. Visually, we can see different kids beds and furniture. the voice over says the names of the product that comes on screen.",na,2506189.mp4
5/24/2024 23:52:04,2506189,No,Yes,No,Yes,Yes,No,No,Yes,"Yes, both",No,Yes,Yes,"Amusement, Joy",No,No,No,No,Yes,No,No,N/A,Yes,No,Yes,No,None,The ad has kids dancing or doing sporadic movements. Each bed model that is shown on screen has a kid next to it doing these movements as the beds have their prices displayed in the meanwhile.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,1,None,"The brand in this ad is RoomsToGo and they are advertising their holiday sale for kids and teens beds. The ad has a white background with black dots covering the wall and floor as colorful animated text pops up in front of the pictures of the beds displaying their prices and model type. While these images are being displayed, children are dancing and moving around crazily. There is pop music being played in the background as a voice-over talks about the sales.",None,2506189.mp4
5/21/2024 2:27:32,2507887,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Caring, Pride, Curiosity, Gratitude",Yes,Yes,No,No,Yes,Yes,No,N/A,No,No,No,No,N/A,Walmart is promoting there new happy holidays rollback sells. This is shown in the ad with a couple who looks like their buying Christmas gifts on sale for there kids. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,3,Save money. Live better ,"Walmart is advertising its new Happy Holidays Rollback Sales.

The ad features a couple shopping for Christmas gifts, surrounded by festive decorations and sale signs indicating discounts.

Cheerful holiday music plays in the background, and a voice-over excitedly announces the Happy Holidays Rollback Sales, highlighting the discounts and deals available.",N/A,2507887 MP4
5/21/2024 7:59:12,2507887,No,No,Yes,Yes,No,No,No,Yes,"Yes, visual",Yes,Yes,No,"Amusement, Joy, Caring",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,N/A,"A Couple is shopping in Walmart where they can enjoy discounted items for the holiday season. They purchase a unicorn toy, the fortnite battle bus, an elephant toy, and a soundbar. All of which have been discounted.","Increase awareness of product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,4,Save Money. Live Better,"Brand: Walmart

Visual Elements: Walmart store setting, various objects, text graphics displaying the discounted items

Auditory Elements: Christmas music, character dialogue",N/A,2507887.mp4
5/24/2024 21:49:06,2507887,No,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, visual",Yes,Yes,Yes,Joy,Yes,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,No,No,no,A family is at Walmart and they keep finding low priced toys to buy for their kids,"Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,Happy Price. Happy Holiday.,"1. Walmart and they are promoting their low prices through showing low priced toys 
2.The mom and dad are in Walmart in the toy section. They are looking for toys and they found low prices ones. 
3. Happy music and they are saying things like ""look at this honey so affordable.""",no,2507887
5/21/2024 8:05:10,2511206,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Desire",Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,N/A,"A couple is driving the new Toyota model while the narrator is explaining all the new perks and additions that the car has to offer. The man then play's ""Ethan's"" playlist while continuing to drive on the highway.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,3,"Toyota, Lets go places","Brand/Product Identification: Toyota Rav4 XSE 

Visual Elements: Western Washington is the setting, highway is nearby the coast, the car interior is shown

Auditory Elements: Upbeat rock instrumental music, character dialogue, narration.",N/A,2511206.mp4
5/24/2024 21:51:40,2511206,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Desire,Yes,No,No,No,Yes,No,No,N/A,No,No,No,Yes,Ethan and Danielle ,The ad shows popular figures Ethan and Danielle on a road trip driving a Toyota rav4. They explain the features of the car to change way consumers feels about hybrids.,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase",3,3,n/a,"Ethan and Danielle, popular figures, are shown driving a Toyota Rav4 on a road trip in Western Washington as cheerful music plays in the background. They explain the features of the Toyota hybrid, including having good mileage and being fast. More specifically, the ad shows on the screen with white text 41mpg and 219 HP. It also shows the features of the AppleCarPlay touch screen and Siri audio playback. ",n/a,2511206 MP4
5/26/2024 3:26:18,2511206,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Desire,No,Yes,No,No,No,No,No,N/A,Yes,No,No,Yes,"Ethan Erickson, Danielle Demski",Ethan and Danielle drove the RAV XSE around Washington. They told us about the cool features of the car and how smooth it was handling it. We saw multiple shots of the car driving around as well. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,Let's go places. ,Toyota is advertising their RAV4 XSE. We see shots of them driving around Washington and we also see shots of some of the features inside. Ethan and Danielle tell us about the features of the car and how it feels to drive with it. The narrator also mentions it has Apple CarPlay to play your music.,no,2511206.mp4
5/21/2024 2:49:25,2513974,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,No,Yes,Yes,No,N/A,This ad starts off with showing us different people having Mattressfirm Mattresses and how comfortable it looks. There is text displaying the new black Friday sale and how good the deals are now. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,Your budget stretches further ,"The brand is Mattress Firm, and the product being advertised is their mattresses.

The screen shows various people enjoying the comfort of Mattress Firm mattresses in different home settings. Text on the screen displays information about the new Black Friday sale and the excellent deals available.

The ad features a cheerful background music track, with a voice-over highlighting the comfort of Mattress Firm mattresses and emphasizing the Black Friday sale offers.",N/A,2513974 MP4
5/21/2024 8:09:23,2513974,Yes,Yes,Yes,Yes,Yes,No,Yes,No,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Desire",No,No,No,No,No,No,No,N/A,Yes,No,No,No,N/A,In this ad the narrator is going through the variety of deals Mattress Firm has to offer. Many different clips of people enjoying their beds are shown off.,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,1,Your budget stretches further,"Brand: Mattress Firm

Visual Elements: Text graphics displaying deals, many clips of people enjoying their beds

Auditory Elements: Narration, upbeat music.",N/A,N/A
5/24/2024 22:38:04,2513974,No,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,No,Yes,No,No,none,"Mattress Firm is promoting their Black Friday sales, emphasizing their sale on king and queen beds.","Increase awareness of product/brand, Directly persuade consumers to purchase",5,5,none,"1. Mattress Firm and they were promoting their Black Friday sale, specifically king and queen beds.
2. A woman sitting on the mattress all comfortable, then a man lying down on the mattress.
3. The man is urging people to come before the sale ends because everything is at low prices.",none,2513974
5/21/2024 8:13:38,2520568,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Curiosity,No,No,No,No,No,Yes,No,N/A,No,Yes,Yes,No,N/A,Narrator is displaying the benefits of the wealth management company while graphics in the back explain the benefits in further details.,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",2,2,Own your tomorrow ,"Brand: Charles Schwab

Visual Elements: Use of emojis, graphics to display benefits, graphic animations in transition

Audio Elements: Narration and upbeat music",N/A,2520568.mp4
5/21/2024 20:11:41,2520568,Yes,Yes,Yes,No,No,Yes,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,Yes,No,No,N/A,No,No,Yes,No,N/A,Charles Schwab is promoting there service for investors which has a $0 dollar commissions on online trade. They also talk about making investing more modern by making it more accessible to everyone. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,2,Own your tomorrow,"Charles Schwab is advertising their online trading service with $0 commissions.

The screen shows a modern office setting with diverse characters using laptops and smartphones, alongside graphics highlighting the $0 commission feature and accessible investing.

A voice-over explains the benefits of $0 commissions and accessible investing, accompanied by upbeat background music and occasional sound effects emphasizing key points.",N/A,2520568 MP4
5/24/2024 22:43:43,2520568,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,,N/A,No,No,No,No,No,No,N/A,No,No,No,No,no,The investment bank company talks about their different services and how they ensure satisfaction and prioritize their customers' happiness.,Directly persuade consumers to purchase,2,1,no,"1. Charles Schwab and no, a specific product is not being advertised.
2. Different screens show images that relate to what the voice-over is talking about. The text shows how they were rated number one in 2019.
3. The voice-over is talking about statistics about the company.",none,2520568
5/19/2024 22:20:29,2529687,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,No,Yes,"Desire, Curiosity, Surprise",Yes,Yes,No,Yes,Yes,Yes,No,N/A,No,No,Yes,Yes,Dak Prescott,We follow multiple people and we see how Sleep Number as accommodated to their needs. We can visually see how the bed is adjusted to match all customers desiers. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,3,n/a,Sleep Number is advertising their sale for their smart bed. On screen you can visually see how the bed is adjusted to match the clients desires. The music is a little upbeat but not too loud to distract anyone from the ad. ,no,2529687.mp4
5/21/2024 23:01:10,2529687,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Caring, Pride, Desire, Curiosity",Yes,Yes,No,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,Sleep number is having a veterans day sale on there mattress that promises better sleep. The ad shows the different features this mattress has just as temperature adjustability and stops snoring.  ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,4,N/A,"Sleep Number is advertising their mattress, specifically highlighting their Veterans Day sale.

The screen shows various features of the Sleep Number mattress, including its temperature adjustability and anti-snoring capabilities, with graphics and text emphasizing these benefits.

A voice-over explains the mattress features and the Veterans Day sale, accompanied by soothing background music and sound effects that emphasize comfort and relaxation.",N/A,2529687 MP4
5/27/2024 23:33:29,2529687,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, both",No,Yes,Yes,"Desire, Curiosity, Annoyance",Yes,Yes,No,Yes,Yes,Yes,No,N/A,No,No,No,No,N/A,The video is advertising their mattress and how it can bring better sleep to every type of people. It gives examples of couples with different sleeping habits and people that have a hard time sleeping. ,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,4,N/A,"the brand is Sleep Number and there is a product being advertised. the setting mostly takes place in the bedroom. It shows couples with different sleeping habits (one liking more hard mattress, one liking soft mattress) and various other sleeping issues that people may have. The dialogue are all questions for the viewers and the voice over will respond to these questions. ",N/A,2529687.mp4
5/19/2024 22:32:00,2530396,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Desire,No,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,During the ad you watch the Mazda drive around a snowy forest with a good scenery. As the person is driving the narrator reads good reviews about the car. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,3,Feel Alive,Mazda is advertising their new 2019 models. The ad is set in a snowy forest and its visually pleasing as you watch the car drive through the clear roads. The narrator reads good reviews that the new Mazda has received and convinces you to buy it so you can see why those reviewers were so impressed.,There is no mention of the price but they do mention the apr.,2530396.mp4
5/24/2024 15:13:30,2530396,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,"Amusement, Joy",Yes,Yes,Yes,No,No,Yes,No,N/A,No,No,No,No,na,"In this ad, the mazda mx-5 and cx-5 are advertised. Both cars can be financed with low apr.","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",5,5,na,"The brand is mazda, the models are the mx-5 and the cx-5. In terms of visual the ad just shows both car models being driven in a snowy region. The voice over talks about the high quality of the car and talks about the low apr for 60 months.",na,2530396.mp4
5/27/2024 23:37:56,2530396,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,,N/A,No,No,No,No,No,No,N/A,No,Yes,No,No,N/A,The ad features the car model on the drive on a mountain highway. The ad describes all the features the car have and how it can bring a great driving experience.,Directly persuade consumers to purchase,4,4,FEEL ALIVE,"The brand is Mazda and there is a product being advertised. The setting is on the mountain, where there is a 2019 Mazda CX-5 on the road. The ad is emphasizing how driving with these models will bring a great seasonal experience with voice over, and background music. ",N/A,2530396.mp4
5/21/2024 8:18:42,2540988,No,No,No,No,No,No,No,Yes,"Yes, visual",Yes,Yes,Yes,"Amusement, Joy, Caring, Desire, Gratitude",Yes,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,Yes,No,N/A,There are multiple instances of families getting together to bond and spend time with each other through gaming. Specifically a child and their parent/grandparent.,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,N/A,"Brand/Product Identification: Nintendo Switch

Visual Elements: Home setting, variety of video games are shown off, graphic displaying models and price 

Audio Elements: Character dialogue, Narration, click sound effect at the start, upbeat music",N/A,2540988.mp4
5/22/2024 21:33:10,2540988,Yes,Yes,Yes,No,No,Yes,No,Yes,"Yes, visual",Yes,Yes,Yes,"Amusement, Joy, Caring, Pride, Gratitude",Yes,Yes,Yes,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,Nintendo is promoting there Nintendo switch by showcasing how it can be used to bond family members and a good way to catch up with others. They show us clips and videos of different families having fun on games together. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,N/A,"Nintendo is advertising the Nintendo Switch.

The screen shows various families in cozy home settings, engaging in different Nintendo Switch games, with text highlighting the fun and connection.

The background features upbeat music, interspersed with sound effects from the games and cheerful dialogue among family members.",N/A,2540988 MP4
5/24/2024 22:57:13,2540988,No,No,No,No,No,No,No,Yes,"Yes, visual",Yes,Yes,Yes,Joy,Yes,Yes,Yes,No,Yes,Yes,No,N/A,Yes,Yes,Yes,No,none,It shows different families using Nintendo switch to play video game like just dance. The voice over is the different dads talking about how they can play certain games with their sons and daughter.,"Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,none,"1. Nintendo is promoting their Nintendo Switch and Nintendo Switch Lite.
2. It shows families in their homes using the Nintendo Switch to play games like Mario Kart and Just Dance.
3. The music is upbeat, and when the ad shows different families, the voiceover will be from the perspective of the dad talking about the games he is playing with their kids.",none,2540988
5/19/2024 22:40:58,2544459,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,"Amusement, Joy, Desire",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Anna Kendrick,"We follow Anna Kendrick as she sings about her favorite things which are chips: Lays, Doritos and Tostitos. We watch her partake in the holidays such as decorating, snowball fights and wearing ugly sweaters. ","Increase awareness of product/brand, Directly persuade consumers to purchase",4,5,n/a,"FritoLay is advertising their chips Lays, Doritos and Tostitos for the holidays. Its set around Christmas time and you see Anna and some children snowball fighting and dressing up in ugly sweaters. Anna sings the whole commercial and does a spin on the My Favorite Things song which really puts you in the Christmas spirit.",no,2544459.mp4
5/24/2024 15:33:39,2544459,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,"Amusement, Joy",Yes,No,No,No,No,No,No,N/A,No,No,No,Yes,i dont know her name,"In this ad, a famous actor advertises doritos. She also advertises similar chips during christmas setting. ",Increase awareness of product/brand,5,5,na,The brand is doritos chips. The actor is singing a Christmas lullaby while advertising the doritos chips. The lullaby is the main audio.,na,2544459.mp4
5/27/2024 23:49:15,2544459,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,N/A,It is Christmas and the women is singng a remake version of My Favorite Things. For every Christmas activities there is lays chips on the table signifying party and suitable for group gatherings. ,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,Share your Favorite Things This Holiday,"the brand is FritoLay and there is a product being advertised. There is a woman singing ""My Favorite Things"" with new lyrics that fits the winter theme in the ad. the ad demonstrates how the chips are suitable to have during holiday season and every winter gathering dining table. There is basically no dialogue other than the singing and music. ",N/A,2544459.mp4
5/24/2024 22:03:10,2548638,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,Yes,Yes,No,N/A,Yes,No,Yes,No,n/a,The ad shows clips from a ring camera with different holiday/winter related footage. The ad presents Black Friday deals for the camera and the stores where it can be purchased. ,"Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,5,always home,"Ring.com shows footage from surveillance cameras in front of homes during the holiday season. Holiday music ""ding dong"" plays in the background of the ad, and each clip shows holiday-related activities such as caroling, playing in snow, and lights. White clips pop up throughout the add, with text stating ""its doorbell season"" and ""never miss a moment."" The end of the ad shows store logos for where to shop for this product. ",n/a,2548638 MP4
5/25/2024 0:04:30,2548638,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy, Gratitude",Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,None,"Different videos that were captured using the Ring doorbell camera are being played. The first video shown is Christmas carolers singing ""It's The Most Wonderful Time of The Year"" which its audio carries over to all the other clips that begin to roll afterward. These other videos include a soldier returning to his home, packages delivered, a bear stealing a package, dogs playing outside, and etc.","Increase awareness of product/brand, Change how consumers feel about the product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,4,"""Always home""","The brand in this ad is Ring and they are advertising their Ring Video Doorbell 2. The ad takes place during the holidays in the midst of winter as snow covers the ground. There are videos being played that include, Christmas carolers singing, a soldier returning to his home, packages delivered, a bear stealing a package, dogs playing outside, and etc. The first video shown is Christmas carolers singing ""It's The Most Wonderful Time of The Year"" which its audio carries over to all the other clips that begin to roll afterward.",None,2548638.mp4
5/26/2024 13:51:57,2548638,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,"Joy, Caring",Yes,Yes,No,No,Yes,Yes,No,N/A,No,No,Yes,No,N/A,The ad shows snippets from the characters' ring cameras .,"Increase awareness of product/brand, Increase consumer loyalty to the product/brand",4,4,Always home,"The brand in this ad is ring. The product is the ring doorbell 2. The music in this ad Is a Christmas carol. on the screen , there Is footage from different ring cameras that show people singing to Christmas songs, playing with their pets, playing in the snow with their kids, there is also footage of someone delivering a package etc.  On the last screen, the ad tells customers to shop Black Friday deals at ring.com. There are also logos of brand like Best Buy, the Home Depot, amazon and Lowes.",N/A,2548638.mp4
5/21/2024 11:57:32,2558982,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Yes, both",No,Yes,Yes,"Amusement, Desire",Yes,No,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,"A man is driving through a scenic mountain region during the winter season, in his BMW. The narrator then explains that there is a promotion at Colorado specific BMW dealerships.","Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,2,The ultimate driving machine,"Brand: BMW

Visual Elements: Snowy mountain range, interior of vehicle, home setting

Auditory: Small character dialogue, narration, pop/rock music.",N/A,2558982.mp4
5/25/2024 0:18:31,2558982,No,No,No,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,none,It shows a family late for an occasion. Then they get into their BMW and do crazy things with the car like making steep turns and driving super fast.,"Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,no,1. BMW and they are just promoting their road home which is their car sale event,none,2558982
5/26/2024 3:31:39,2558982,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,No,Yes,"Desire, Gratitude",No,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,Yes,No,n/a,We watch as the family gets together for the holidays. We watch as the BMW drives smoothly through the snow and wet roads so the family can make it in time for the holiday party. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,n/a,BMW is advertising a winter sale. We watch clips of the BMW driving through snow and rain to get to the holiday party. We see families come in the home and watch as they take photos and enjoy the holidays. We can hear the chatter and laughter of the family all being together and the car revving up as we get closer shots of the car.,no,2558982.mp4
